WYBÓR 	WYBÓRC 	WYBÓRD 	Identyfikator 	Indeks 	Asortyment 	Cena brutto 	jm 	Cena jednostki 	Cena opakowania 	PUSTY0 	Ident. 	S_Indeks 	S_Identyfikator 	S_Asortyment 	S_Cena brutto 	PUSTY1 
110	2.0115100000000754	12.019989999999243	DVD-R   5SZT VERBATIM SLIM KOLOR	023942435570	KOMPUTER	10,5	op	cena 2.10z³/szt		=	28835	23942435570	DVD-R   5SZT VERBATIM SLIM KOLOR	KOMPUTER	10,5	
111	2.0115200000000755	12.019999999999243	DVD+RW VERBATIM SLIM	023942437659	KOMPUTER	3,2	szt			=	12690	23942437659	DVD+RW VERBATIM SLIM	KOMPUTER	3,2	
112	2.0115300000000755	12.020009999999242	DVD+RW VERBATIM MINI 1,4GB SLIM	023942435648	KOMPUTER	5,6	szt			=	27734	23942435648	DVD+RW VERBATIM MINI 1,4GB SLIM	KOMPUTER	5,6	
113	2.0116600000000764	12.020139999999238	DVD+R  50SZT VERBATIM CAKE	023942435501	KOMPUTER	52,0	op	cena 1.04z³/szt		=	27746	23942435501	DVD+R  50SZT VERBATIM CAKE	KOMPUTER	52,0	
114	2.0116700000000765	12.020149999999237	DVD+R  50SZT SONY SZPINDEL	027242852297	KOMPUTER	48,0	op	cena 0.96z³/szt		=	20774	27242852297	DVD+R  50SZT SONY SZPINDEL	KOMPUTER	48,0	
115	2.0116900000000766	12.020169999999236	DVD+R  25SZT VERBATIM PRINTABLE CAK	023942435396	KOMPUTER	29,99	op	cena 1.20z³/szt		=	12245	23942435396	DVD+R  25SZT VERBATIM PRINTABLE CAK	KOMPUTER	29,99	
116	2.0117100000000767	12.020189999999236	DVD+R  10SZT VERBATIM LIGHTSCIBE C	023942435761	KOMPUTER	21,99	op	cena 2.20z³/szt		=	18651	23942435761	DVD+R  10SZT VERBATIM LIGHTSCIBE C	KOMPUTER	21,99	
117	2.011720000000077	12.020199999999235	DVD+R  10SZT VERBATIM CAKE	023942434986	KOMPUTER	11,99	op	cena 1.20z³/szt		=	15025	23942434986	DVD+R  10SZT VERBATIM CAKE	KOMPUTER	11,99	
118	2.0132200000000866	12.021699999999178	DATOWNIK 4810,CZARNY	092399706236	BIUROWE	15,2	szt			=	21548	92399706236	DATOWNIK 4810,CZARNY	BIUROWE	15,2	
119	2.0132300000000867	12.021709999999178	DATOWNIK 4810 RED.TRODAT	092399713340	BIUROWE	15,2	szt			=	11358	92399713340	DATOWNIK 4810 RED.TRODAT	BIUROWE	15,2	
120	2.0132400000000867	12.021719999999178	DATOWNIK 4810 CZA.ISO	092399703846	BIUROWE	15,2	szt			=	15589	92399703846	DATOWNIK 4810 CZA.ISO	BIUROWE	15,2	
121	2.013250000000087	12.021729999999177	DATOWNIK 4810 BLACK.TRODAT	092399090205	BIUROWE	15,2	szt			=	25718	92399090205	DATOWNIK 4810 BLACK.TRODAT	BIUROWE	15,2	
122	2.01678000000011	12.025259999999044	CYRKIEL MET.S.262681 ZEST.	5907604678152	SZKOLNE	4,5	op			obni¿ka -19%	11760	5907604678152	CYRKIEL MET.S.262681 ZEST.	SZKOLNE	5,6	
123	2.0186700000001223	12.027149999998972	CIASTOLINA 6813 FRYZJER	5907791543813	SZKOLNE	25,99	szt			stara cena 26.99	20871	5907791543813	CIASTOLINA 6813 FRYZJER	SZKOLNE	26,99	
124	2.0196100000001285	12.028089999998937	CDR 700MB 100SZT VERBATIM CAKE	023942434115	KOMPUTER	77,0	op	cena 0.77z³/szt		=	15280	23942434115	CDR 700MB 100SZT VERBATIM CAKE	KOMPUTER	77,0	
125	2.019670000000129	12.028149999998934	CDR 700MB  50SZT VERBATIM CAKE	023942433514	KOMPUTER	39,0	op	cena 0.78z³/szt		=	21151	23942433514	CDR 700MB  50SZT VERBATIM CAKE	KOMPUTER	39,0	
126	2.019680000000129	12.028159999998934	CDR 700MB  50SZT SONY SZPINDEL	027242881624	KOMPUTER	42,0	op	cena 0.84z³/szt		=	21458	27242881624	CDR 700MB  50SZT SONY SZPINDEL	KOMPUTER	42,0	
127	2.019710000000129	12.028189999998933	CDR 700MB  10SZT VERBATIM LIGHTSCR	023942434412	KOMPUTER	19,99	op	cena 2.00z³/szt		=	20694	23942434412	CDR 700MB  10SZT VERBATIM LIGHTSCR	KOMPUTER	19,99	
128	2.019720000000129	12.028199999998932	CDR 700MB  10SZT VERBATIM CAKE	023942434375	KOMPUTER	9,99	op	cena 1.00z³/szt		=	15757	23942434375	CDR 700MB  10SZT VERBATIM CAKE	KOMPUTER	9,99	
129	2.0230100000001507	12.031489999998808	BATERIA VARTA LR6/4 ALKAL. LONGFILE	4008496525157	BATERIE-BATERIE	5,99	op	cena 1.50z³/szt		obni¿ka -14%	10241	4008496525157	BATERIA VARTA LR6/4 ALKAL. LONGFILE	BATERIE-BATERIE	6,99	
130	2.0257600000001688	12.034239999998704	ALBUM OFERTOWY A4/20K 14890 CLEAR	5017303137864	BIUROWE	8,99	szt			stara cena 9.60	29412	5017303137864	ALBUM OFERTOWY A4/20K 14890 CLEAR	BIUROWE	9,6	
131	2.0273900000001794	12.035869999998642	 £UGA-TOP KROCHMAL 750ML	5901711000240	CHEMIA	4,99	szt	cena 6.65z³/l		=	14679	5901711000240	£UGA-TOP KROCHMAL 750ML	CHEMIA	4,99	
132	2.0274000000001795	12.035879999998642	 £UGA KROCHMAL 750ML + WODA D/¯.	5901474014027	CHEMIA	5,99	szt	cena 7.99z³/l		=	20950	5901474014027	£UGA KROCHMAL 750ML + WODA D/¯.	CHEMIA	5,99	
133	2.0274100000001796	12.035889999998641	 £UGA KROCHMAL 500ML ROZPYLACZ	5901474014034	CHEMIA	7,99	szt	cena 15.98z³/l		=	16853	5901474014034	£UGA KROCHMAL 500ML ROZPYLACZ	CHEMIA	7,99	
134	2.0274200000001796	12.035899999998641	 £UGA KROCHMAL 500ML	5901474014010	CHEMIA	3,99	szt	cena 7.98z³/l		=	13904	5901474014010	£UGA KROCHMAL 500ML	CHEMIA	3,99	
135	2.0274300000001797	12.03590999999864	 ZMYWACZ TOP CHOICE 200ML APLIKATOR	5905710015342	KOSMETYKI	8,99	szt			=	13062	5905710015342	ZMYWACZ TOP CHOICE 200ML APLIKATOR	KOSMETYKI	8,99	
136	2.0274400000001798	12.03591999999864	 ZIO£OLEK SIO PREP.P/INSEKT.100ML	5900558000253	CHEMIA	9,5	szt			=	17126	5900558000253	ZIO£OLEK SIO PREP.P/INSEKT.100ML	CHEMIA	9,5	
137	2.02745000000018	12.03592999999864	 ZIO£OLEK LV KR.OCH.50G	5900558000932	KOSMETYKI	9,99	szt			=	27386	5900558000932	ZIO£OLEK LV KR.OCH.50G	KOSMETYKI	9,99	
138	2.02746000000018	12.03593999999864	 ZIO£OLEK LM SZAMP.150ML	5900558000420	KOSMETYKI	9,99	szt	cena 66.60z³/l		=	24476	5900558000420	ZIO£OLEK LM SZAMP.150ML	KOSMETYKI	9,99	
139	2.02747000000018	12.035949999998639	 ZIO£OLEK LM P£.K¥P.200ML	5900558000802	KOSMETYKI	9,99	szt	cena 49.95z³/l		=	28001	5900558000802	ZIO£OLEK LM P£.K¥P.200ML	KOSMETYKI	9,99	
140	2.02748000000018	12.035959999998639	 ZIO£OLEK LM PUDER 120G	5900558000178	KOSMETYKI	9,99	szt			=	24104	5900558000178	ZIO£OLEK LM PUDER 120G	KOSMETYKI	9,99	
141	2.02749000000018	12.035969999998638	 ZIO£OLEK LM OLIWKA 150ML	5900558000192	KOSMETYKI	9,5	szt	cena 63.33z³/l		=	19622	5900558000192	ZIO£OLEK LM OLIWKA 150ML	KOSMETYKI	9,5	
142	2.02750000000018	12.035979999998638	 ZIO£OLEK LM OL.200ML	5900558000246	KOSMETYKI	9,99	szt			=	17606	5900558000246	ZIO£OLEK LM OL.200ML	KOSMETYKI	9,99	
143	2.0275100000001802	12.035989999998638	 ZIO£OLEK LM KR.CYNK.50ML	5900558000260	KOSMETYKI	9,99	szt			=	26173	5900558000260	ZIO£OLEK LM KR.CYNK.50ML	KOSMETYKI	9,99	
144	2.0275200000001803	12.035999999998637	 ZIO£OLEK LM KR.BOBO A+E 50ML	5900558000321	KOSMETYKI	9,99	szt			=	13554	5900558000321	ZIO£OLEK LM KR.BOBO A+E 50ML	KOSMETYKI	9,99	
145	2.0275300000001804	12.036009999998637	 ZIO£OLEK LM BALSAM 150ML	5900558000239	KOSMETYKI	9,99	szt			=	11849	5900558000239	ZIO£OLEK LM BALSAM 150ML	KOSMETYKI	9,99	
146	2.0275400000001804	12.036019999998636	 ZIO£OLEK LD KR.P.PANT.50ML	5900558000390	KOSMETYKI	8,0	szt			=	19620	5900558000390	ZIO£OLEK LD KR.P.PANT.50ML	KOSMETYKI	8,0	
147	2.0275500000001805	12.036029999998636	 ZIO£OLEK LD KR.P.ALAN.50ML	5900558000413	KOSMETYKI	8,0	szt			=	17822	5900558000413	ZIO£OLEK LD KR.P.ALAN.50ML	KOSMETYKI	8,0	
148	2.0275600000001806	12.036039999998636	 ZIO£OLEK LD BAL.P/R.K.C.150ML	5900558000741	KOSMETYKI	19,98	szt			=	13625	5900558000741	ZIO£OLEK LD BAL.P/R.K.C.150ML	KOSMETYKI	19,98	
149	2.0275700000001806	12.036049999998635	 ZIO£OLEK KR.SOJOWY 50ML	5900558000277	KOSMETYKI	8,99	szt			=	27384	5900558000277	ZIO£OLEK KR.SOJOWY 50ML	KOSMETYKI	8,99	
150	2.0275800000001807	12.036059999998635	 ZIO£OLEK KR.ROKITNIK.50ML	5900558000697	KOSMETYKI	3,99	szt			=	22217	5900558000697	ZIO£OLEK KR.ROKITNIK.50ML	KOSMETYKI	3,99	
151	2.0275900000001807	12.036069999998634	 ZIO£OLEK KR.ELF 50ML KOSMETYCZNY	5900558000161	KOSMETYKI	8,99	szt			=	27394	5900558000161	ZIO£OLEK KR.ELF 50ML KOSMETYCZNY	KOSMETYKI	8,99	
152	2.027600000000181	12.036079999998634	 ZIO£OLEK A.KR.50ML	5900558000208	KOSMETYKI	12,99	szt			=	16410	5900558000208	ZIO£OLEK A.KR.50ML	KOSMETYKI	12,99	
153	2.027610000000181	12.036089999998634	 ZIAJA ¯EL OL.OCZYSZCZ.200ML	5901887001294	KOSMETYKI	6,49	szt			=	22768	5901887001294	ZIAJA ¯EL OL.OCZYSZCZ.200ML	KOSMETYKI	6,49	
154	2.027620000000181	12.036099999998633	 ZIAJA ¯EL D/NÓG KASZT.100ML	5901887004639	KOSMETYKI	5,2	szt	cena 52.00z³/l		=	18912	5901887004639	ZIAJA ¯EL D/NÓG KASZT.100ML	KOSMETYKI	5,2	
155	2.027630000000181	12.036109999998633	 ZIAJA ¯EL D/NÓG 80ML	5901887002710	KOSMETYKI	5,9	szt	cena 73.75z³/l		=	14058	5901887002710	ZIAJA ¯EL D/NÓG 80ML	KOSMETYKI	5,9	
156	2.027640000000181	12.036119999998633	 ZIAJA ZIMOWY KREM D/R¥K 80ML	5901887035084	KOSMETYKI	5,99	szt	cena 7.49z³/100ml		=	25477	5901887035084	ZIAJA ZIMOWY KREM D/R¥K 80ML	KOSMETYKI	5,99	
157	2.027650000000181	12.036129999998632	 ZIAJA ZIMOWE MYD£O 200ML	5901887035091	KOSMETYKI	4,99	szt	cena 24.95z³/l		=	14263	5901887035091	ZIAJA ZIMOWE MYD£O 200ML	KOSMETYKI	4,99	
158	2.027660000000181	12.036139999998632	 ZIAJA ZIAJKA SZAMP.200ML	5901887002130	KOSMETYKI	6,8	szt	cena 34.00z³/l		=	23529	5901887002130	ZIAJA ZIAJKA SZAMP.200ML	KOSMETYKI	6,8	
159	2.0276700000001813	12.036149999998631	 ZIAJA ZIAJKA SPF30 D/DZIECI 125ML	5901887006145	KOSMETYKI	19,99	szt			=	22330	5901887006145	ZIAJA ZIAJKA SPF30 D/DZIECI 125ML	KOSMETYKI	19,99	
160	2.0276800000001813	12.036159999998631	 ZIAJA ZIAJKA P£.NAT£.200ML	5901887004202	KOSMETYKI	10,99	szt	cena 54.95z³/l		=	16541	5901887004202	ZIAJA ZIAJKA P£.NAT£.200ML	KOSMETYKI	10,99	
161	2.0276900000001814	12.03616999999863	 ZIAJA ZIAJKA P£.N.K¥P.	5901887026525	KOSMETYKI	11,5	szt			=	22861	5901887026525	ZIAJA ZIAJKA P£.N.K¥P.	KOSMETYKI	11,5	
162	2.0277000000001815	12.03617999999863	 ZIAJA ZIAJKA P£.K¥P.400ML	5901887002147	KOSMETYKI	10,99	szt	cena 27.47z³/l		=	26902	5901887002147	ZIAJA ZIAJKA P£.K¥P.400ML	KOSMETYKI	10,99	
163	2.0277100000001815	12.03618999999863	 ZIAJA ZIAJKA OLIWKA SZAM+OD¯.	5901887025955	KOSMETYKI	5,99	op			=	23380	5901887025955	ZIAJA ZIAJKA OLIWKA SZAM+OD¯.	KOSMETYKI	5,99	
164	2.0277200000001816	12.03619999999863	 ZIAJA ZIAJKA OL.200ML	5901887004219	KOSMETYKI	9,5	szt	cena 47.50z³/l		=	10364	5901887004219	ZIAJA ZIAJKA OL.200ML	KOSMETYKI	9,5	
165	2.0277300000001817	12.03620999999863	 ZIAJA ZIAJKA ML.D/CIA£A 200ML	5901887009887	KOSMETYKI	7,98	szt			=	31295	5901887009887	ZIAJA ZIAJKA ML.D/CIA£A 200ML	KOSMETYKI	7,98	
166	2.0277400000001817	12.036219999998629	 ZIAJA ZIAJKA ML.300ML	5901887026129	KOSMETYKI	9,99	szt			=	19496	5901887026129	ZIAJA ZIAJKA ML.300ML	KOSMETYKI	9,99	
167	2.027750000000182	12.036229999998628	 ZIAJA ZIAJKA MAŒÆ POŒL.50ML	5901887000099	KOSMETYKI	6,3	szt			=	23713	5901887000099	ZIAJA ZIAJKA MAŒÆ POŒL.50ML	KOSMETYKI	6,3	
168	2.027760000000182	12.036239999998628	 ZIAJA ZIAJKA MAS£O UJÊD.200ML	5901887009894	KOSMETYKI	14,5	szt			=	31294	5901887009894	ZIAJA ZIAJKA MAS£O UJÊD.200ML	KOSMETYKI	14,5	
169	2.027770000000182	12.036249999998628	 ZIAJA ZIAJKA KR.£AG.PENT.60ML	5901887008408	KOSMETYKI	6,3	szt	cena 105.00z³/l		=	30607	5901887008408	ZIAJA ZIAJKA KR.£AG.PENT.60ML	KOSMETYKI	6,3	
170	2.027780000000182	12.036259999998627	 ZIAJA ZIAJKA KR.SPF6 50ML	5901887001362	KOSMETYKI	5,6	szt			=	22524	5901887001362	ZIAJA ZIAJKA KR.SPF6 50ML	KOSMETYKI	5,6	
171	2.027790000000182	12.036269999998627	 ZIAJA ZIAJKA KR.P/ROZTÊPOM 150ML	5901887000129	KOSMETYKI	15,99	szt			=	26540	5901887000129	ZIAJA ZIAJKA KR.P/ROZTÊPOM 150ML	KOSMETYKI	15,99	
172	2.027800000000182	12.036279999998627	 ZIAJA ZIAJKA KR.NIEMOWL.50ML	5901887000143	KOSMETYKI	4,4	szt	cena 88.00z³/l		=	21079	5901887000143	ZIAJA ZIAJKA KR.NIEMOWL.50ML	KOSMETYKI	4,4	
173	2.027810000000182	12.036289999998626	 ZIAJA ZEST_REMODELING 2015	5901887012092	KOSMETYKI	28,99	szt			=	10793	5901887012092	ZIAJA ZEST_REMODELING 2015	KOSMETYKI	28,99	
174	2.0278200000001823	12.036299999998626	 ZIAJA ZEST_OCZYSZCZANIE 2015	5901887031482	KOSMETYKI	18,99	szt			=	17953	5901887031482	ZIAJA ZEST_OCZYSZCZANIE 2015	KOSMETYKI	18,99	
175	2.0278300000001823	12.036309999998625	 ZIAJA ZEST_KOZIE MLEKO 2015	5901887031444	KOSMETYKI	17,99	szt			=	22997	5901887031444	ZIAJA ZEST_KOZIE MLEKO 2015	KOSMETYKI	17,99	
176	2.0278400000001824	12.036319999998625	 ZIAJA ZEST_ARGON 2015	5901887035817	KOSMETYKI	18,99	szt			=	21414	5901887035817	ZIAJA ZEST_ARGON 2015	KOSMETYKI	18,99	
177	2.0278500000001825	12.036329999998625	 ZIAJA YEGO ¯EL 3W1+ANTYPERSPIRANT	5901887027119	KOSMETYKI	6,99	szt			=	11712	5901887027119	ZIAJA YEGO ¯EL 3W1+ANTYPERSPIRANT	KOSMETYKI	6,99	
178	2.0278600000001825	12.036339999998624	 ZIAJA YEGO KR.D/GOL.65ML	5901887019688	KOSMETYKI	2,8	szt			=	27025	5901887019688	ZIAJA YEGO KR.D/GOL.65ML	KOSMETYKI	2,8	
179	2.0278700000001826	12.036349999998624	 ZIAJA YEGO BL.ANTY-PER.60ML	5901887026662	KOSMETYKI	6,99	szt			=	16271	5901887026662	ZIAJA YEGO BL.ANTY-PER.60ML	KOSMETYKI	6,99	
180	2.0278800000001826	12.036359999998623	 ZIAJA WAZELINA BIA£A 30ML	5901887006800	KOSMETYKI	2,3	szt			=	28151	5901887006800	ZIAJA WAZELINA BIA£A 30ML	KOSMETYKI	2,3	
181	2.0278900000001827	12.036369999998623	 ZIAJA TONIK WIELOWIT.200ML	5901887003984	KOSMETYKI	6,3	szt			=	19971	5901887003984	ZIAJA TONIK WIELOWIT.200ML	KOSMETYKI	6,3	
182	2.027900000000183	12.036379999998623	 ZIAJA TONIK RUM.200ML	5901887003977	KOSMETYKI	5,49	szt	cena 27.45z³/l		=	14849	5901887003977	ZIAJA TONIK RUM.200ML	KOSMETYKI	5,49	
183	2.027910000000183	12.036389999998622	 ZIAJA TONIK OGÓRK.200ML	5901887003960	KOSMETYKI	5,99	szt	cena 29.95z³/l		=	18262	5901887003960	ZIAJA TONIK OGÓRK.200ML	KOSMETYKI	5,99	
184	2.027920000000183	12.036399999998622	 ZIAJA TONIK NAGIET.200ML	5901887003953	KOSMETYKI	5,6	szt	cena 28.00z³/l		=	19967	5901887003953	ZIAJA TONIK NAGIET.200ML	KOSMETYKI	5,6	
185	2.027930000000183	12.036409999998622	 ZIAJA SUN ¯EL P/OP.200ML	5901887006985	KOSMETYKI	8,5	szt			=	21926	5901887006985	ZIAJA SUN ¯EL P/OP.200ML	KOSMETYKI	8,5	
186	2.027940000000183	12.036419999998621	 ZIAJA SUN PREP.SPF30 USTA 15ML	5901887020967	KOSMETYKI	8,5	szt			=	29626	5901887020967	ZIAJA SUN PREP.SPF30 USTA 15ML	KOSMETYKI	8,5	
187	2.027950000000183	12.03642999999862	 ZIAJA SUN ML.UTRW.P/OPAL.200ML	5901887005926	KOSMETYKI	8,99	szt			=	30172	5901887005926	ZIAJA SUN ML.UTRW.P/OPAL.200ML	KOSMETYKI	8,99	
188	2.027960000000183	12.03643999999862	 ZIAJA SUN ML.P/OP.Z WAPNEM 200ML	5901887005919	KOSMETYKI	8,99	szt			=	22399	5901887005919	ZIAJA SUN ML.P/OP.Z WAPNEM 200ML	KOSMETYKI	8,99	
189	2.0279700000001832	12.03644999999862	 ZIAJA SUN KR.SPF25 60ML	5901887005964	KOSMETYKI	7,98	szt			=	26897	5901887005964	ZIAJA SUN KR.SPF25 60ML	KOSMETYKI	7,98	
190	2.0279800000001833	12.03645999999862	 ZIAJA SUN EM.SPF50 125ML D/DZIECI	5901887012153	KOSMETYKI	20,99	szt			=	29271	5901887012153	ZIAJA SUN EM.SPF50 125ML D/DZIECI	KOSMETYKI	20,99	
191	2.0279900000001834	12.03646999999862	 ZIAJA SUN EM.SPF50 125ML	5901887006138	KOSMETYKI	22,99	szt			=	20425	5901887006138	ZIAJA SUN EM.SPF50 125ML	KOSMETYKI	22,99	
192	2.0280000000001834	12.036479999998619	 ZIAJA SUN EM.SPF10 150ML	5901887005872	KOSMETYKI	11,99	szt			=	15234	5901887005872	ZIAJA SUN EM.SPF10 150ML	KOSMETYKI	11,99	
193	2.0280100000001835	12.036489999998619	 ZIAJA SOPOT P£.MIC.200ML	5901887008750	KOSMETYKI	8,99	szt			=	31300	5901887008750	ZIAJA SOPOT P£.MIC.200ML	KOSMETYKI	8,99	
194	2.0280200000001836	12.036499999998618	 ZIAJA SOPOT PEEL.WYG.60ML	5901887008774	KOSMETYKI	8,6	szt			=	31301	5901887008774	ZIAJA SOPOT PEEL.WYG.60ML	KOSMETYKI	8,6	
195	2.0280300000001836	12.036509999998618	 ZIAJA SOPOT KR.UJ.P/ZM.50ML	5901887008682	KOSMETYKI	10,99	szt			=	31298	5901887008682	ZIAJA SOPOT KR.UJ.P/ZM.50ML	KOSMETYKI	10,99	
196	2.0280400000001837	12.036519999998617	 ZIAJA SOPOT KR.OCH.NAW.50ML	5901887008705	KOSMETYKI	10,99	szt			=	31297	5901887008705	ZIAJA SOPOT KR.OCH.NAW.50ML	KOSMETYKI	10,99	
197	2.0280500000001838	12.036529999998617	 ZIAJA SOPOT KR.BR_P/ZM.50ML	5901887001041	KOSMETYKI	10,98	szt			=	14287	5901887001041	ZIAJA SOPOT KR.BR_P/ZM.50ML	KOSMETYKI	10,98	
198	2.028060000000184	12.036539999998617	 ZIAJA SOPOT KR.BR.REL.50ML	5901887005834	KOSMETYKI	9,5	szt	cena 190.00z³/l		=	19974	5901887005834	ZIAJA SOPOT KR.BR.REL.50ML	KOSMETYKI	9,5	
199	2.028070000000184	12.036549999998616	 ZIAJA SOPOT B.BR.UJ.200ML	5901887001034	KOSMETYKI	13,99	szt			=	20883	5901887001034	ZIAJA SOPOT B.BR.UJ.200ML	KOSMETYKI	13,99	
200	2.028080000000184	12.036559999998616	 ZIAJA SOPOT B.BR,UJ.200ML	5901887024910	KOSMETYKI	14,99	szt			=	27209	5901887024910	ZIAJA SOPOT B.BR,UJ.200ML	KOSMETYKI	14,99	
201	2.028090000000184	12.036569999998616	 ZIAJA SOPOT B.B,REL.200ML	5901887024927	KOSMETYKI	11,99	szt			=	25339	5901887024927	ZIAJA SOPOT B.B,REL.200ML	KOSMETYKI	11,99	
202	2.028100000000184	12.036579999998615	 ZIAJA SERUM D/W£OSÓW 50ML	ZIAJA_SERUM_50ML	KOSMETYKI	9,99	szt	cena 49.95z³/l		=	19969	ZIAJA_SERUM_50ML	ZIAJA SERUM D/W£OSÓW 50ML	KOSMETYKI	9,99	
203	2.028110000000184	12.036589999998615	 ZIAJA REMODELING ¯EL LIFT.30ML 60+	5901887028420	KOSMETYKI	11,5	szt			=	31117	5901887028420	ZIAJA REMODELING ¯EL LIFT.30ML 60+	KOSMETYKI	11,5	
204	2.028120000000184	12.036599999998614	 ZIAJA REMODELING ML.MICELAR.200ML	5901887028444	KOSMETYKI	9,99	szt			=	31220	5901887028444	ZIAJA REMODELING ML.MICELAR.200ML	KOSMETYKI	9,99	
205	2.0281300000001843	12.036609999998614	 ZIAJA REMODELING KR.P/OCZY 15ML 60	5901887028437	KOSMETYKI	12,5	szt			=	16825	5901887028437	ZIAJA REMODELING KR.P/OCZY 15ML 60	KOSMETYKI	12,5	
206	2.0281400000001844	12.036619999998614	 ZIAJA REMODELING KR.DZIEÑ 50ML 60+	5901887028406	KOSMETYKI	13,99	szt			=	30100	5901887028406	ZIAJA REMODELING KR.DZIEÑ 50ML 60+	KOSMETYKI	13,99	
207	2.0281500000001844	12.036629999998613	 ZIAJA P£.MIC.RÓ¯ANY 200ML	5901887016786	KOSMETYKI	11,99	szt			=	28507	5901887016786	ZIAJA P£.MIC.RÓ¯ANY 200ML	KOSMETYKI	11,99	
208	2.0281600000001845	12.036639999998613	 ZIAJA P£.DE-MAK.KOZIE MLEKO 120ML	5901887032618	KOSMETYKI	8,5	szt			=	26895	5901887032618	ZIAJA P£.DE-MAK.KOZIE MLEKO 120ML	KOSMETYKI	8,5	
209	2.0281700000001845	12.036649999998613	 ZIAJA P£.D/DEMAK.2-FAZ.120ML	5901887007715	KOSMETYKI	6,99	szt			=	21604	5901887007715	ZIAJA P£.D/DEMAK.2-FAZ.120ML	KOSMETYKI	6,99	
210	2.0281800000001846	12.036659999998612	 ZIAJA PH.TONIK PH-AC.200ML	5901887005537	KOSMETYKI	7,98	szt			=	27316	5901887005537	ZIAJA PH.TONIK PH-AC.200ML	KOSMETYKI	7,98	
211	2.0281900000001847	12.036669999998612	 ZIAJA PH.ML.KOSM.P-AKTIV.200ML	5901887005544	KOSMETYKI	7,98	szt	cena 39.90z³/l		=	15415	5901887005544	ZIAJA PH.ML.KOSM.P-AKTIV.200ML	KOSMETYKI	7,98	
212	2.0282000000001847	12.036679999998611	 ZIAJA PH.KR.REG.NOC	5901887005513	KOSMETYKI	8,99	szt	cena 179.80z³/l		=	27199	5901887005513	ZIAJA PH.KR.REG.NOC	KOSMETYKI	8,99	
213	2.028210000000185	12.036689999998611	 ZIAJA PH.KR.P/OCZY 15ML	5901887005520	KOSMETYKI	5,29	szt			=	16203	5901887005520	ZIAJA PH.KR.P/OCZY 15ML	KOSMETYKI	5,29	
214	2.028220000000185	12.03669999999861	 ZIAJA PH.KR.NAW.DZIEÑ	5901887005506	KOSMETYKI	8,99	szt	cena 179.80z³/l		=	27200	5901887005506	ZIAJA PH.KR.NAW.DZIEÑ	KOSMETYKI	8,99	
215	2.028230000000185	12.03670999999861	 ZIAJA PEEL.RÓ¯ANY 60ML	5901887016793	KOSMETYKI	11,99	szt			=	19503	5901887016793	ZIAJA PEEL.RÓ¯ANY 60ML	KOSMETYKI	11,99	
216	2.028240000000185	12.03671999999861	 ZIAJA PEEL.POM_200ML	5901887014454	KOSMETYKI	12,6	szt			=	24068	5901887014454	ZIAJA PEEL.POM_200ML	KOSMETYKI	12,6	
217	2.028250000000185	12.03672999999861	 ZIAJA OL.D/MAS.WIT.500ML	5901887004318	KOSMETYKI	16,99	szt			=	14947	5901887004318	ZIAJA OL.D/MAS.WIT.500ML	KOSMETYKI	16,99	
218	2.028260000000185	12.036739999998609	 ZIAJA OL.D/MAS.LIP.500ML	5901887004301	KOSMETYKI	16,99	szt	cena 33.98z³/l		=	19346	5901887004301	ZIAJA OL.D/MAS.LIP.500ML	KOSMETYKI	16,99	
219	2.028270000000185	12.036749999998609	 ZIAJA OD¯.OLIW.REGENER.	5901887023500	KOSMETYKI	4,5	szt			=	21438	5901887023500	ZIAJA OD¯.OLIW.REGENER.	KOSMETYKI	4,5	
220	2.0282800000001853	12.036759999998608	 ZIAJA OD¯.D/W£.WIELOWIT.150ML	5901887003663	KOSMETYKI	4,5	szt	cena 30.00z³/l		=	15268	5901887003663	ZIAJA OD¯.D/W£.WIELOWIT.150ML	KOSMETYKI	4,5	
221	2.0282900000001853	12.036769999998608	 ZIAJA OD¯.D/W£.O.RYCYNY	5901887003656	KOSMETYKI	4,5	szt			=	14673	5901887003656	ZIAJA OD¯.D/W£.O.RYCYNY	KOSMETYKI	4,5	
222	2.0283000000001854	12.036779999998608	 ZIAJA OD¯.D/W£.MIÊTA	5901887003724	KOSMETYKI	4,5	szt	cena 22.50z³/l		=	20597	5901887003724	ZIAJA OD¯.D/W£.MIÊTA	KOSMETYKI	4,5	
223	2.0283100000001855	12.036789999998607	 ZIAJA OD¯.D/W£.MIODOWA	5901887003601	KOSMETYKI	4,5	szt	cena 22.50z³/l		=	15587	5901887003601	ZIAJA OD¯.D/W£.MIODOWA	KOSMETYKI	4,5	
224	2.0283200000001855	12.036799999998607	 ZIAJA OD¯.D/W£.K.PRZENICY	5901887003649	KOSMETYKI	4,5	szt			=	11508	5901887003649	ZIAJA OD¯.D/W£.K.PRZENICY	KOSMETYKI	4,5	
225	2.0283300000001856	12.036809999998606	 ZIAJA OD¯.D/W£.JOJOBA	5901887003632	KOSMETYKI	4,5	szt			=	17692	5901887003632	ZIAJA OD¯.D/W£.JOJOBA	KOSMETYKI	4,5	
226	2.0283400000001857	12.036819999998606	 ZIAJA OD¯.D/W£.JEDWAB	5901887020240	KOSMETYKI	4,5	szt			=	30573	5901887020240	ZIAJA OD¯.D/W£.JEDWAB	KOSMETYKI	4,5	
