WYBÓR 	WYBÓRC 	WYBÓRD 	Identyfikator 	Indeks 	Asortyment 	Cena brutto 	jm 	Cena jednostki 	Cena opakowania 	PUSTY0 	Ident. 	S_Indeks 	S_Identyfikator 	S_Asortyment 	S_Cena brutto 	PUSTY1 
4111	3.0301600000001976	12.080459999996954	 CELIA Q10 60+ KR.NOC 50ML	5908272812060	KOSMETYKI	7,5	szt			=	19017	5908272812060	CELIA Q10 60+ KR.NOC 50ML	KOSMETYKI	7,5	
4112	3.0301700000001976	12.080469999996954	 CELIA Q10 60+ KR.DZIEN 50ML	5908272812053	KOSMETYKI	7,5	szt			=	14036	5908272812053	CELIA Q10 60+ KR.DZIEN 50ML	KOSMETYKI	7,5	
4113	3.0301800000001977	12.080479999996953	 CELIA Q10 50+ KR.NOC 50ML	5908272812046	KOSMETYKI	7,5	szt			=	10881	5908272812046	CELIA Q10 50+ KR.NOC 50ML	KOSMETYKI	7,5	
4114	3.030190000000198	12.080489999996953	 CELIA Q10 40+ KR.DZIEÑ 50ML.	5908272812015	KOSMETYKI	7,5	szt			=	12161	5908272812015	CELIA Q10 40+ KR.DZIEÑ 50ML.	KOSMETYKI	7,5	
4115	3.030200000000198	12.080499999996952	 CELIA P£.D/TRW.ZIO£.Z KREAT.	5900525056252	KOSMETYKI	6,99	szt			=	16019	5900525056252	CELIA P£.D/TRW.ZIO£.Z KREAT.	KOSMETYKI	6,99	
4116	3.030210000000198	12.080509999996952	 CELIA P£.D/TRW.MIODOWY Z KREAT.	5900525056269	KOSMETYKI	6,99	szt			=	14219	5900525056269	CELIA P£.D/TRW.MIODOWY Z KREAT.	KOSMETYKI	6,99	
4117	3.030220000000198	12.080519999996952	 CELIA P£.D/TRW.KREATYN.Z CERAMID.	5900525056245	KOSMETYKI	6,99	szt			=	29687	5900525056245	CELIA P£.D/TRW.KREATYN.Z CERAMID.	KOSMETYKI	6,99	
4118	3.030230000000198	12.080529999996951	 CELIA P£.D/TRW.JEDWABNY Z KREATYNA	5900525056276	KOSMETYKI	6,99	szt			=	25959	5900525056276	CELIA P£.D/TRW.JEDWABNY Z KREATYNA	KOSMETYKI	6,99	
4119	3.030240000000198	12.080539999996951	 CELIA PUDER VELVET DE LUXE 10G	CELIA_V_PUDER25	KOSMETYKI	12,99	szt			=	18967	CELIA_V_PUDER25	CELIA PUDER VELVET DE LUXE 10G	KOSMETYKI	12,99	
4120	3.030250000000198	12.08054999999695	 CELIA PUDER SYPKI 25G	5900525020147	KOSMETYKI	16,5	szt			=	29753	5900525020147	CELIA PUDER SYPKI 25G	KOSMETYKI	16,5	
4121	3.0302600000001982	12.08055999999695	 CELIA PUDER PRASOWANY 11,5G	5908272821918	KOSMETYKI	14,99	szt			=	27986	5908272821918	CELIA PUDER PRASOWANY 11,5G	KOSMETYKI	14,99	
4122	3.0302700000001983	12.08056999999695	 CELIA POMADKA-B£YSZCZYK NUDE	CELIA_2W1_POM_NUDE	KOSMETYKI	10,99	szt			=	31312	CELIA_2W1_POM_NUDE	CELIA POMADKA-B£YSZCZYK NUDE	KOSMETYKI	10,99	
4123	3.0302800000001984	12.08057999999695	 CELIA POMADKA-B£YSZCZYK 2W1	CELIA_2W1_POMAD	KOSMETYKI	10,99	szt	cena 43.96z³/l		=	19699	CELIA_2W1_POMAD	CELIA POMADKA-B£YSZCZYK 2W1	KOSMETYKI	10,99	
4124	3.0302900000001984	12.080589999996949	 CELIA POMADKA W KREDCE ON TOP	CELIA_CHUBBY	KOSMETYKI	11,5	szt			=	22956	CELIA_CHUBBY	CELIA POMADKA W KREDCE ON TOP	KOSMETYKI	11,5	
4125	3.0303000000001985	12.080599999996949	 CELIA POMADKA DE LUXE OL.ARGON	CELIA_POMAD_ARGON	KOSMETYKI	11,5	szt			=	21496	CELIA_POMAD_ARGON	CELIA POMADKA DE LUXE OL.ARGON	KOSMETYKI	11,5	
4126	3.0303100000001986	12.080609999996948	 CELIA OD¯.NAIL EXPERT  MAX IN 9ML	5900525020307	KOSMETYKI	6,99	szt			=	22193	5900525020307	CELIA OD¯.NAIL EXPERT  MAX IN 9ML	KOSMETYKI	6,99	
4127	3.0303200000001986	12.080619999996948	 CELIA ML.DEMAK.PURE SILK	5900525019158	KOSMETYKI	7,98	szt			=	29176	5900525019158	CELIA ML.DEMAK.PURE SILK	KOSMETYKI	7,98	
4128	3.0303300000001987	12.080629999996948	 CELIA MASCARA WYD£.BLACK	5908272822465	KOSMETYKI	15,99	szt			=	31145	5908272822465	CELIA MASCARA WYD£.BLACK	KOSMETYKI	15,99	
4129	3.0303400000001988	12.080639999996947	 CELIA MASCARA POGR.BLACK	5908272822472	KOSMETYKI	15,99	szt			=	31136	5908272822472	CELIA MASCARA POGR.BLACK	KOSMETYKI	15,99	
4130	3.030350000000199	12.080649999996947	 CELIA LUXE SZAFIR ODB.KR.T£USTY 50	5900525022547	KOSMETYKI	10,99	szt			=	23414	5900525022547	CELIA LUXE SZAFIR ODB.KR.T£USTY 50	KOSMETYKI	10,99	
4131	3.030360000000199	12.080659999996946	 CELIA LUXE SZAFIR ODB.KR.SZAFR 50	5900525022523	KOSMETYKI	10,99	szt			=	27137	5900525022523	CELIA LUXE SZAFIR ODB.KR.SZAFR 50	KOSMETYKI	10,99	
4132	3.030370000000199	12.080669999996946	 CELIA LUXE SZAFIR ODB.KR.LEKKI 50	5900525022509	KOSMETYKI	10,99	szt			=	30816	5900525022509	CELIA LUXE SZAFIR ODB.KR.LEKKI 50	KOSMETYKI	10,99	
4133	3.030380000000199	12.080679999996946	 CELIA LUXE PER£OWY L.KR.LEKKI 50ML	5900525019592	KOSMETYKI	10,99	szt			=	14127	5900525019592	CELIA LUXE PER£OWY L.KR.LEKKI 50ML	KOSMETYKI	10,99	
4134	3.030390000000199	12.080689999996945	 CELIA LUXE PEELING DROBNOZ.7ML	5900525027276	KOSMETYKI	1,6	szt			=	27980	5900525027276	CELIA LUXE PEELING DROBNOZ.7ML	KOSMETYKI	1,6	
4135	3.030400000000199	12.080699999996945	 CELIA LUXE MASECZKA SZFIR 7ML	5900525027269	KOSMETYKI	1,6	szt			=	21264	5900525027269	CELIA LUXE MASECZKA SZFIR 7ML	KOSMETYKI	1,6	
4136	3.0304100000001992	12.080709999996945	 CELIA LUXE MASECZKA ARGAN 7ML	5900525027252	KOSMETYKI	1,6	szt			=	27975	5900525027252	CELIA LUXE MASECZKA ARGAN 7ML	KOSMETYKI	1,6	
4137	3.0304200000001993	12.080719999996944	 CELIA LUXE ARGAN KR.OD¯.50ML	5900525023629	KOSMETYKI	10,99	szt			=	31224	5900525023629	CELIA LUXE ARGAN KR.OD¯.50ML	KOSMETYKI	10,99	
4138	3.0304300000001994	12.080729999996944	 CELIA LUXE ARGAN KR.NAPR.50ML	5900525023643	KOSMETYKI	10,99	szt			=	31223	5900525023643	CELIA LUXE ARGAN KR.NAPR.50ML	KOSMETYKI	10,99	
4139	3.0304400000001994	12.080739999996943	 CELIA LUXE ARGAN KR.MAT.50ML	5900525023605	KOSMETYKI	10,99	szt			=	31208	5900525023605	CELIA LUXE ARGAN KR.MAT.50ML	KOSMETYKI	10,99	
4140	3.0304500000001995	12.080749999996943	 CELIA LAKIER WINYL 6ML ON TOP	CELIA_LAK.WINYL6ML	KOSMETYKI	4,99	szt			=	21677	CELIA_LAK.WINYL6ML	CELIA LAKIER WINYL 6ML ON TOP	KOSMETYKI	4,99	
4141	3.0304600000001995	12.080759999996943	 CELIA LAKIER FLORIS	5092	KOSMETYKI	6,3	szt			=	26352	5092	CELIA LAKIER FLORIS	KOSMETYKI	6,3	
4142	3.0304700000001996	12.080769999996942	 CELIA KR-BAZ SUN TOUCH BR.	5900525019165	KOSMETYKI	9,99	szt			=	12645	5900525019165	CELIA KR-BAZ SUN TOUCH BR.	KOSMETYKI	9,99	
4143	3.0304800000001997	12.080779999996942	 CELIA KR-BAZ SATIN MAT	5900525019141	KOSMETYKI	9,99	szt			=	23781	5900525019141	CELIA KR-BAZ SATIN MAT	KOSMETYKI	9,99	
4144	3.0304900000001997	12.080789999996941	 CELIA KR-BAZ GL.ROZŒ	5900525019127	KOSMETYKI	9,99	szt			=	13249	5900525019127	CELIA KR-BAZ GL.ROZŒ	KOSMETYKI	9,99	
4145	3.0305000000002	12.080799999996941	 CELIA KONTURÓWKA D/OCZU	CELIAVELVET	KOSMETYKI	8,5	szt			=	18072	CELIAVELVET	CELIA KONTURÓWKA D/OCZU	KOSMETYKI	8,5	
4146	3.0305100000002	12.08080999999694	 CELIA KOL.KR.CH£.D/STÓP I NÓG	5900525054142	KOSMETYKI	5,5	szt			=	27357	5900525054142	CELIA KOL.KR.CH£.D/STÓP I NÓG	KOSMETYKI	5,5	
4147	3.0305200000002	12.08081999999694	 CELIA FLUID HYDRO COVER 30ML	CELAI_FLUID_HC	KOSMETYKI	11,99	szt			=	26230	CELAI_FLUID_HC	CELIA FLUID HYDRO COVER 30ML	KOSMETYKI	11,99	
4148	3.0305300000002	12.08082999999694	 CELIA CIEÑ MONO-MAT	827000090011	KOSMETYKI	7,9	szt			=	28890	827000090011	CELIA CIEÑ MONO-MAT	KOSMETYKI	7,9	
4149	3.0305400000002	12.08083999999694	 CELIA CIEÑ DUO HIGH PIGMENT	827000090004	KOSMETYKI	8,5	szt			=	25913	827000090004	CELIA CIEÑ DUO HIGH PIGMENT	KOSMETYKI	8,5	
4150	3.0305500000002	12.08084999999694	 CD_ EDT100 SIR WINSTON	6924574500336	KOSMETYKI	26,99	szt			=	18944	6924574500336	CD_ EDT100 SIR WINSTON	KOSMETYKI	26,99	
4151	3.0305600000002	12.080859999996939	 CD_ EDT100 M.DI GANO	5902020965244	KOSMETYKI	21,99	szt			=	27618	5902020965244	CD_ EDT100 M.DI GANO	KOSMETYKI	21,99	
4152	3.0305700000002003	12.080869999996938	 CD_ EDT100 LOOP HOMME	5902020965169	KOSMETYKI	21,99	szt			=	17239	5902020965169	CD_ EDT100 LOOP HOMME	KOSMETYKI	21,99	
4153	3.0305800000002003	12.080879999996938	 CDF ZEST_VIOLETTA II	3468080965027	KOSMETYKI	33,0	szt			=	25731	3468080965027	CDF ZEST_VIOLETTA II	KOSMETYKI	33,0	
4154	3.0305900000002004	12.080889999996938	 CDF ZEST_PRINCESSES	3468080962439	KOSMETYKI	29,99	szt			=	12869	3468080962439	CDF ZEST_PRINCESSES	KOSMETYKI	29,99	
4155	3.0306000000002005	12.080899999996937	 CDF ZEST_LILLY"S GARDEN	3468080962569	KOSMETYKI	29,99	szt			=	27345	3468080962569	CDF ZEST_LILLY"S GARDEN	KOSMETYKI	29,99	
4156	3.0306100000002005	12.080909999996937	 CDF ZEST_LILLY	3468080962552	KOSMETYKI	29,99	szt			=	28327	3468080962552	CDF ZEST_LILLY	KOSMETYKI	29,99	
4157	3.0306200000002006	12.080919999996937	 CDF ZEST_IDENTITY CODE	3468080962521	KOSMETYKI	29,99	szt			=	28826	3468080962521	CDF ZEST_IDENTITY CODE	KOSMETYKI	29,99	
4158	3.0306300000002007	12.080929999996936	 CDF ZEST_FAIRIES	3468080962446	KOSMETYKI	29,99	szt			=	18044	3468080962446	CDF ZEST_FAIRIES	KOSMETYKI	29,99	
4159	3.0306400000002007	12.080939999996936	 CDF ZEST_AVENGERS	3468080962491	KOSMETYKI	29,99	szt			=	20718	3468080962491	CDF ZEST_AVENGERS	KOSMETYKI	29,99	
4160	3.030650000000201	12.080949999996935	 CDF PRINC.SZAM.POZ.500ML	3468080145665	KOSMETYKI	8,99	szt	cena 17.98z³/l		=	21569	3468080145665	CDF PRINC.SZAM.POZ.500ML	KOSMETYKI	8,99	
4161	3.030660000000201	12.080959999996935	 CDF PRINC.SZAM.CZ.500ML	3468081145848	KOSMETYKI	8,99	szt	cena 17.98z³/l		=	26750	3468081145848	CDF PRINC.SZAM.CZ.500ML	KOSMETYKI	8,99	
4162	3.030670000000201	12.080969999996935	 CDF PRINC.SPRAY.U£.R.125	3468080141254	KOSMETYKI	8,99	szt			=	13627	3468080141254	CDF PRINC.SPRAY.U£.R.125	KOSMETYKI	8,99	
4163	3.030680000000201	12.080979999996934	 CDF KR.NAW.50ML	3468080401068	KOSMETYKI	6,99	szt			=	23667	3468080401068	CDF KR.NAW.50ML	KOSMETYKI	6,99	
4164	3.030690000000201	12.080989999996934	 CDF HBV ¯EL MICEL.200ML	3468080406476	KOSMETYKI	13,99	szt			=	16456	3468080406476	CDF HBV ¯EL MICEL.200ML	KOSMETYKI	13,99	
4165	3.030700000000201	12.080999999996934	 CDF EDT 50ML MYSZKA MINNIE	3468080149106	KOSMETYKI	14,99	szt			=	20372	3468080149106	CDF EDT 50ML MYSZKA MINNIE	KOSMETYKI	14,99	
4166	3.030710000000201	12.081009999996933	 CDF EDT 50ML LU	3468080259201	KOSMETYKI	29,0	szt			=	19906	3468080259201	CDF EDT 50ML LU	KOSMETYKI	29,0	
4167	3.0307200000002013	12.081019999996933	 CDF CARS SZAMP-¯EL 2W1 250ML	3468080145115	KOSMETYKI	5,99	szt	cena 23.96z³/l		obni¿ka -20%	12898	3468080145115	CDF CARS SZAMP-¯EL 2W1 250ML	KOSMETYKI	7,5	
4168	3.0307300000002013	12.081029999996932	 CDF BABY SZAMP.250ML	3468080100787	KOSMETYKI	6,7	szt	cena 26.80z³/l		=	22928	3468080100787	CDF BABY SZAMP.250ML	KOSMETYKI	6,7	
4169	3.0307400000002014	12.081039999996932	 CD ¯EL NAW.250ML	5000468001965	KOSMETYKI	8,99	szt	cena 35.96z³/l		=	31069	5000468001965	CD ¯EL NAW.250ML	KOSMETYKI	8,99	
4170	3.0307500000002014	12.081049999996932	 CD KREM 200ML NAWIL¯AJ¥CY	50900398	KOSMETYKI	11,99	szt			=	29500	50900398	CD KREM 200ML NAWIL¯AJ¥CY	KOSMETYKI	11,99	
4171	3.0307600000002015	12.081059999996931	 CD DEO 75ML ATOMIZER	5000468000616	KOSMETYKI	14,99	szt			=	17884	5000468000616	CD DEO 75ML ATOMIZER	KOSMETYKI	14,99	
4172	3.0307700000002016	12.08106999999693	 CC ZMYWACZ D/PAZ.150ML	5021371370023	KOSMETYKI	5,99	szt	cena 39.93z³/l		=	27275	5021371370023	CC ZMYWACZ D/PAZ.150ML	KOSMETYKI	5,99	
4173	3.0307800000002016	12.08107999999693	 CC WOD.100 FASHION LOOK	6924574581878	KOSMETYKI	25,99	szt			=	11043	6924574581878	CC WOD.100 FASHION LOOK	KOSMETYKI	25,99	
4174	3.0307900000002017	12.08108999999693	 CC WOD.100 ADA"S TIME-IN BLUE	6924574582486	KOSMETYKI	22,99	szt			=	31119	6924574582486	CC WOD.100 ADA"S TIME-IN BLUE	KOSMETYKI	22,99	
4175	3.0308000000002018	12.08109999999693	 CC RÓ¯ POWDER BLUSH	CC_RÓ¯	KOSMETYKI	9,99	szt			=	31120	CC_RÓ¯	CC RÓ¯ POWDER BLUSH	KOSMETYKI	9,99	
4176	3.030810000000202	12.08110999999693	 CC RÓ¯ CCUK MIX	5230	KOSMETYKI	8,5	szt			=	17830	5230	CC RÓ¯ CCUK MIX	KOSMETYKI	8,5	
4177	3.030820000000202	12.081119999996929	 CC PUDER 12G	5021371050116	KOSMETYKI	8,5	szt			=	20853	5021371050116	CC PUDER 12G	KOSMETYKI	8,5	
4178	3.030830000000202	12.081129999996929	 CC LAKIER DO W£OSÓW 400ML	5021371610037	KOSMETYKI	9,99	szt	cena 24.97z³/l		=	26745	5021371610037	CC LAKIER DO W£OSÓW 400ML	KOSMETYKI	9,99	
4179	3.030850000000202	12.081149999996928	 CC LAKIER D/PAZ.DIAMOND 12ML	50559961	KOSMETYKI	3,99	szt			=	23681	50559961	CC LAKIER D/PAZ.DIAMOND 12ML	KOSMETYKI	3,99	
4180	3.030860000000202	12.081159999996927	 CASHMIR P£ATKI KOSM.120	5907458303569	HIGIENA	1,99	op	cena 0.02z³/szt		=	28109	5907458303569	CASHMIR P£ATKI KOSM.120	HIGIENA	1,99	
4181	3.0308700000002022	12.081169999996927	 CASHMIR PATYCZKI KOSM.F.160	5907458303552	HIGIENA	1,29	op	cena 0.01z³/szt		=	21311	5907458303552	CASHMIR PATYCZKI KOSM.F.160	HIGIENA	1,29	
4182	3.0308800000002023	12.081179999996927	 CASHMIR PATYCZKI KOS.A"200	5907458303545	HIGIENA	1,99	op			=	21651	5907458303545	CASHMIR PATYCZKI KOS.A"200	HIGIENA	1,99	
4183	3.0308900000002024	12.081189999996926	 CASHMIR CHUST.INT.20	5907458310161	HIGIENA	4,29	op			=	26919	5907458310161	CASHMIR CHUST.INT.20	HIGIENA	4,29	
4184	3.0309000000002024	12.081199999996926	 CARLOS M.DEO 200ML	8414135276339	KOSMETYKI	15,99	szt			=	19250	8414135276339	CARLOS M.DEO 200ML	KOSMETYKI	15,99	
4185	3.0309100000002025	12.081209999996926	 CARLO KREDKA D/O_BASIC MIX	5245	KOSMETYKI	2,99	szt			=	26953	5245	CARLO KREDKA D/O_BASIC MIX	KOSMETYKI	2,99	
4186	3.0309200000002026	12.081219999996925	 CARLO KREDKA D/O-PERFECT	5246	KOSMETYKI	6,99	szt			=	24826	5246	CARLO KREDKA D/O-PERFECT	KOSMETYKI	6,99	
4187	3.0309300000002026	12.081229999996925	 CARLO ILUMINATOR MIX	5236	KOSMETYKI	2,99	szt			=	14987	5236	CARLO ILUMINATOR MIX	KOSMETYKI	2,99	
4188	3.0309400000002027	12.081239999996924	 CARLO CIEÑ W SZTYF.U-P.	5237	KOSMETYKI	9,99	szt			=	20685	5237	CARLO CIEÑ W SZTYF.U-P.	KOSMETYKI	9,99	
4189	3.0309500000002028	12.081249999996924	 CARLO CIEÑ D/POW.ROLL-ON	5228	KOSMETYKI	3,99	szt			=	13197	5228	CARLO CIEÑ D/POW.ROLL-ON	KOSMETYKI	3,99	
4190	3.030960000000203	12.081259999996924	 CARI 1L P£YN K¥PIELOWY	CARI_1L	KOSMETYKI	3,99	szt	cena 3.99z³/l		=	20165	CARI_1L	CARI 1L P£YN K¥PIELOWY	KOSMETYKI	3,99	
4191	3.030970000000203	12.081269999996923	 CAREFREE CHUSTECZKI HIG.INT.A20	8002110363428	HIGIENA	5,99	szt			=	15173	8002110363428	CAREFREE CHUSTECZKI HIG.INT.A20	HIGIENA	5,99	
4192	3.030980000000203	12.081279999996923	 CAREFREE A60 BREEZE	CAREFREE_BR60	HIGIENA	4,99	op			=	28823	CAREFREE_BR60	CAREFREE A60 BREEZE	HIGIENA	4,99	
4193	3.030990000000203	12.081289999996923	 CAREFREE A20 BREEZE	CAREFREE_BR20	HIGIENA	2,99	op			=	11958	CAREFREE_BR20	CAREFREE A20 BREEZE	HIGIENA	2,99	
4194	3.031000000000203	12.081299999996922	 CAREFREE 58 WK£ADKI HIGIENICZNE	CAREFREE_58	HIGIENA	9,99	op			=	31184	CAREFREE_58	CAREFREE 58 WK£ADKI HIGIENICZNE	HIGIENA	9,99	
4195	3.031010000000203	12.081309999996922	 CAREFREE 48 LARGE WK£ADKI HIG.	CAREFREE_48	HIGIENA	9,99	op			=	17225	CAREFREE_48	CAREFREE 48 LARGE WK£ADKI HIG.	HIGIENA	9,99	
4196	3.031020000000203	12.081319999996921	 CAREFREE 20 WK£ADKI HIG.	CAREFREE_20	HIGIENA	4,49	op	cena 0.22z³/szt		=	15986	CAREFREE_20	CAREFREE 20 WK£ADKI HIG.	HIGIENA	4,49	
4197	3.0310300000002033	12.081329999996921	 CAREFREE 18 FLEXIFORM  WK£ADKI HIG	CAREFREE_18	HIGIENA	4,99	op			=	21160	CAREFREE_18	CAREFREE 18 FLEXIFORM  WK£ADKI HIG	HIGIENA	4,99	
4198	3.0310400000002033	12.08133999999692	 CALGON TABLETKI A12	5900627048872	CHEMIA	13,99	szt	cena 1.17z³/tabletka		=	29818	5900627048872	CALGON TABLETKI A12	CHEMIA	13,99	
4199	3.0310500000002034	12.08134999999692	 CALGON PR.500G	5900627008203	CHEMIA	9,99	szt	cena 19.98z³/kg		=	14133	5900627008203	CALGON PR.500G	CHEMIA	9,99	
4200	3.0310600000002035	12.08135999999692	 C-THRU ZEST.DNS 75 + DEO 150ML	5900536281803	KOSMETYKI	23,99	szt			=	26260	5900536281803	C-THRU ZEST.DNS 75 + DEO 150ML	KOSMETYKI	23,99	
4201	3.0310700000002035	12.08136999999692	 B£YSZCZYK OWOCOWY MIX	827000600005	KOSMETYKI	6,99	szt			=	17679	827000600005	B£YSZCZYK OWOCOWY MIX	KOSMETYKI	6,99	
4202	3.0310800000002036	12.08137999999692	 BYE BYE MOSQ.OD.50ML	5901501014013	CHEMIA	5,5	szt			=	22341	5901501014013	BYE BYE MOSQ.OD.50ML	CHEMIA	5,5	
4203	3.0310900000002037	12.081389999996919	 BUWI PASTA 75ML CZARNA	5900861138841	CHEMIA	7,99	szt			=	18592	5900861138841	BUWI PASTA 75ML CZARNA	CHEMIA	7,99	
4204	3.0311000000002037	12.081399999996918	 BUWI ML.60ML NUBUK/ZAMSZ	5900498009880	CHEMIA	6,99	szt			=	13715	5900498009880	BUWI ML.60ML NUBUK/ZAMSZ	CHEMIA	6,99	
4205	3.031110000000204	12.081409999996918	 BUWI ML.300ML D/SKÓRY	5900498009873	CHEMIA	9,5	szt			=	17780	5900498009873	BUWI ML.300ML D/SKÓRY	CHEMIA	9,5	
4206	3.031120000000204	12.081419999996918	 BUTTERFLY ZMYWACZ D/PAZNOKCI 150ML	5901468973590	KOSMETYKI	4,99	szt	cena 3.33z³/100ml		=	31127	5901468973590	BUTTERFLY ZMYWACZ D/PAZNOKCI 150ML	KOSMETYKI	4,99	
4207	3.031130000000204	12.081429999996917	 BUTTERFLY OD¯YWKA D/PAZN.	BUTTERFLY_OD¯	KOSMETYKI	7,99	szt			=	25857	BUTTERFLY_OD¯	BUTTERFLY OD¯YWKA D/PAZN.	KOSMETYKI	7,99	
4208	3.031140000000204	12.081439999996917	 BUTTERFLY LAKIER SINGLE 5ML	BUTTERFLY5ML	KOSMETYKI	3,7	szt			=	19189	BUTTERFLY5ML	BUTTERFLY LAKIER SINGLE 5ML	KOSMETYKI	3,7	
4209	3.031150000000204	12.081449999996916	 BUTTERFLY KOREKTOR PERFECT CONCE	BUTTERFLYCONCE	KOSMETYKI	4,99	szt			=	16370	BUTTERFLYCONCE	BUTTERFLY KOREKTOR PERFECT CONCE	KOSMETYKI	4,99	
4210	3.031160000000204	12.081459999996916	 BUFALO BAL.250 D/SKÓRY BEZBARWNY	4009175135520	CHEMIA	12,99	szt	cena 51.96z³/l		=	10172	4009175135520	BUFALO BAL.250 D/SKÓRY BEZBARWNY	CHEMIA	12,99	
4211	3.031170000000204	12.081469999996916	 BRYZA ¯EL D/PRANIA 0,99L 2W1 UN	5900627065473	CHEMIA	8,99	szt	cena 9.08z³/l		=	18845	5900627065473	BRYZA ¯EL D/PRANIA 0,99L 2W1 UN	CHEMIA	8,99	
4212	3.0311800000002043	12.081479999996915	 BRYZA PR.3,5KG BIA£A	5900627056761	CHEMIA	25,99	szt	cena 7.43z³/kg		=	21360	5900627056761	BRYZA PR.3,5KG BIA£A	CHEMIA	25,99	
4213	3.0311900000002043	12.081489999996915	 BRYZA PR.2,7KG KOLOR 36PRAÑ	5900627064629	CHEMIA	16,99	szt	cena 6.29z³/kg		=	15700	5900627064629	BRYZA PR.2,7KG KOLOR 36PRAÑ	CHEMIA	16,99	
4214	3.0312000000002044	12.081499999996915	 BRYZA PR.2,7KG BIA£A 36PRAÑ	5900627064636	CHEMIA	16,99	szt	cena 6.29z³/kg		=	26132	5900627064636	BRYZA PR.2,7KG BIA£A 36PRAÑ	CHEMIA	16,99	
4215	3.0312100000002045	12.081509999996914	 BRYZA PR.2,25KG KOLOR SYS-VAN	5900627059823	CHEMIA	16,99	szt	cena 7.55z³/kg		=	24989	5900627059823	BRYZA PR.2,25KG KOLOR SYS-VAN	CHEMIA	16,99	
4216	3.0312200000002045	12.081519999996914	 BRYZA PR.1,4KG KOLOR	5900627050172	CHEMIA	8,99	szt	cena 6.42z³/kg		=	27141	5900627050172	BRYZA PR.1,4KG KOLOR	CHEMIA	8,99	
4217	3.0312300000002046	12.081529999996913	 BRYZA PR.1,4KG BIA£A	5900627050189	CHEMIA	8,99	szt	cena 6.42z³/kg		=	17977	5900627050189	BRYZA PR.1,4KG BIA£A	CHEMIA	8,99	
4218	3.0312400000002047	12.081539999996913	 BRYZA PR.1,125KG KOLOR 15PRAÑ	5900627059809	CHEMIA	8,99	szt	cena 7.99z³/kg		=	24333	5900627059809	BRYZA PR.1,125KG KOLOR 15PRAÑ	CHEMIA	8,99	
4219	3.0312500000002047	12.081549999996913	 BRUTAL ZEST.GRAND P£YN PO GOLENIU	5901832061892	KOSMETYKI	17,99	szt			=	19611	5901832061892	BRUTAL ZEST.GRAND P£YN PO GOLENIU	KOSMETYKI	17,99	
4220	3.031260000000205	12.081559999996912	 BRUTAL ZEST.CLASSIC INTENSE EDT+D	5901832062226	KOSMETYKI	27,99	szt			=	12874	5901832062226	BRUTAL ZEST.CLASSIC INTENSE EDT+D	KOSMETYKI	27,99	
4221	3.031270000000205	12.081569999996912	 BRUTAL ZEST.CLASSIC AS+DEO	5901832061885	KOSMETYKI	17,99	szt			=	30192	5901832061885	BRUTAL ZEST.CLASSIC AS+DEO	KOSMETYKI	17,99	
4222	3.031280000000205	12.081579999996912	 BRUTAL Z.BCL30019A	5900793004054	KOSMETYKI	16,99	szt			=	22175	5900793004054	BRUTAL Z.BCL30019A	KOSMETYKI	16,99	
4223	3.031290000000205	12.081589999996911	 BRUTAL WODA KOL.CLAS.100ML	5900330509110	KOSMETYKI	14,5	szt	cena 145.00z³/l		=	13954	5900330509110	BRUTAL WODA KOL.CLAS.100ML	KOSMETYKI	14,5	
4224	3.031300000000205	12.08159999999691	 BRUTAL P£YN GRAND 100ML	5900793032101	KOSMETYKI	10,5	szt			=	18656	5900793032101	BRUTAL P£YN GRAND 100ML	KOSMETYKI	10,5	
4225	3.031310000000205	12.08160999999691	 BRUTAL P£YN CLASSIC 100ML	5900330300120	KOSMETYKI	10,5	szt	cena 105.00z³/l		=	14351	5900330300120	BRUTAL P£YN CLASSIC 100ML	KOSMETYKI	10,5	
4226	3.031320000000205	12.08161999999691	 BRUTAL KREM D/GOL.75ML CLASSIC	5901832062998	KOSMETYKI	3,99	szt	cena 5.32z³/100ml		=	30396	5901832062998	BRUTAL KREM D/GOL.75ML CLASSIC	KOSMETYKI	3,99	
4227	3.0313300000002052	12.08162999999691	 BRUTAL KR.P/GOL.GRANT 75ML	5900793081208	KOSMETYKI	6,7	szt			=	13454	5900793081208	BRUTAL KR.P/GOL.GRANT 75ML	KOSMETYKI	6,7	
4228	3.0313600000002054	12.081659999996909	 BROS ROTALIN 25SC 100ML	5904517007192	CHEMIA	12,5	szt			=	28387	5904517007192	BROS ROTALIN 25SC 100ML	CHEMIA	12,5	
4229	3.0313700000002055	12.081669999996908	 BROS PSY/KOTY P£.ODSTRASZ.450ML	5904517001299	CHEMIA	7,7	szt	cena 17.11z³/l		=	26070	5904517001299	BROS PSY/KOTY P£.ODSTRASZ.450ML	CHEMIA	7,7	
4230	3.0313800000002056	12.081679999996908	 BROS PAJ¥KI SPRAY 250ML	5904517044876	CHEMIA	8,3	szt			=	19576	5904517044876	BROS PAJ¥KI SPRAY 250ML	CHEMIA	8,3	
4231	3.0313900000002056	12.081689999996907	 BROS OWADY LAT.P£YTKA	5904517001329	CHEMIA	10,2	szt			=	27074	5904517001329	BROS OWADY LAT.P£YTKA	CHEMIA	10,2	
4232	3.0314000000002057	12.081699999996907	 BROS OWADY LAT.INSEKT SPRAY 300ML	5904517001633	CHEMIA	6,4	szt			=	15893	5904517001633	BROS OWADY LAT.INSEKT SPRAY 300ML	CHEMIA	6,4	
